CHROM	POS	GENE
chr12	49039609	KMT2D
chr12	49039610	KMT2D
chr12	49039611	KMT2D
chr12	49039612	KMT2D
chr12	49039613	KMT2D
chr12	49039614	KMT2D
chr12	49039615	KMT2D
chr12	49039616	KMT2D
chr12	49039617	KMT2D
chr12	49039618	KMT2D
chr12	49039619	KMT2D
chr12	49039620	KMT2D
chr12	49039621	KMT2D
chr12	49039622	KMT2D
chr12	49039623	KMT2D
chr12	49039624	KMT2D
chr12	49039625	KMT2D
chr12	49039626	KMT2D
chr12	49039627	KMT2D
chr12	49039628	KMT2D
chr12	49039629	KMT2D
chr12	49039630	KMT2D
chr12	49039631	KMT2D
chr12	49039632	KMT2D
chr12	49039633	KMT2D
chr12	49039634	KMT2D
chr12	49039716	KMT2D
chr12	49039717	KMT2D
chr12	49039718	KMT2D
chr12	49039719	KMT2D
chr12	49039720	KMT2D
chr12	49039721	KMT2D
chr12	49039722	KMT2D
chr12	49039723	KMT2D
chr12	49039724	KMT2D
chr12	49039725	KMT2D
chr12	49039726	KMT2D
chr12	49039727	KMT2D
chr12	49039728	KMT2D
chr12	49039729	KMT2D
chr12	49039730	KMT2D
chr12	49039731	KMT2D
chr12	49039732	KMT2D
chr12	49039733	KMT2D
chr12	49039734	KMT2D
chr12	49039735	KMT2D
chr12	49039736	KMT2D
chr12	49039737	KMT2D
chr12	49039738	KMT2D
chr12	49039739	KMT2D
chr12	49039740	KMT2D
chr12	49039741	KMT2D
chr12	49039742	KMT2D
chr12	49039743	KMT2D
chr12	49039744	KMT2D
chr12	49039745	KMT2D
chr12	49039746	KMT2D
chr12	49039747	KMT2D
chr12	49039748	KMT2D
chr12	49039749	KMT2D
chr12	49039750	KMT2D
chr12	49039751	KMT2D
chr12	49039752	KMT2D
chr12	49039753	KMT2D
chr12	49039754	KMT2D
chr12	49039755	KMT2D
chr12	49039756	KMT2D
chr12	49039757	KMT2D
chr12	49039758	KMT2D
chr12	49039759	KMT2D
chr12	49039760	KMT2D
chr12	49039761	KMT2D
chr12	49039762	KMT2D
chr12	49039763	KMT2D
chr12	49039764	KMT2D
chr12	49039765	KMT2D
chr12	49039766	KMT2D
chr12	49039767	KMT2D
chr12	49039768	KMT2D
chr12	49039769	KMT2D
chr12	49039770	KMT2D
chr12	49039771	KMT2D
chr12	49039772	KMT2D
chr12	49039773	KMT2D
chr12	49039774	KMT2D
chr12	49039775	KMT2D
chr12	49039776	KMT2D
chr12	49039777	KMT2D
chr12	49039778	KMT2D
chr12	49039779	KMT2D
chr12	49039780	KMT2D
chr12	49039781	KMT2D
chr12	49039782	KMT2D
chr12	49039783	KMT2D
chr12	49039784	KMT2D
chr12	49039785	KMT2D
chr12	49039786	KMT2D
chr12	49039787	KMT2D
chr12	49039788	KMT2D
chr12	49039789	KMT2D
chr12	49039790	KMT2D
chr12	49039791	KMT2D
chr12	49039792	KMT2D
chr12	49039793	KMT2D
chr12	49039794	KMT2D
chr12	49039795	KMT2D
chr12	49039796	KMT2D
chr12	49039797	KMT2D
chr12	49039798	KMT2D
chr12	49039799	KMT2D
chr12	49039800	KMT2D
chr12	49039801	KMT2D
chr12	49039802	KMT2D
chr12	49039803	KMT2D
chr12	49039804	KMT2D
chr12	49039805	KMT2D
chr12	49039806	KMT2D
chr12	49039807	KMT2D
chr12	49039808	KMT2D
chr12	49039809	KMT2D
chr12	49039810	KMT2D
chr12	49039811	KMT2D
chr12	49039812	KMT2D
chr12	49039813	KMT2D
chr12	49039814	KMT2D
chr12	49039815	KMT2D
chr12	49039816	KMT2D
chr12	49039817	KMT2D
chr12	49039818	KMT2D
chr12	49039819	KMT2D
chr12	49039820	KMT2D
chr12	49039821	KMT2D
chr12	49039822	KMT2D
chr12	49039823	KMT2D
chr12	49039824	KMT2D
chr12	49039825	KMT2D
chr12	49039826	KMT2D
chr12	49039827	KMT2D
chr12	49039828	KMT2D
chr12	49039829	KMT2D
chr12	49039830	KMT2D
chr12	49039831	KMT2D
chr12	49039832	KMT2D
chr12	49039833	KMT2D
chr12	49039834	KMT2D
chr12	49039835	KMT2D
chr12	49039836	KMT2D
chr12	49039837	KMT2D
chr12	49039838	KMT2D
chr12	49039839	KMT2D
chr12	49039840	KMT2D
chr12	49039841	KMT2D
chr12	49039842	KMT2D
chr12	49039843	KMT2D
chr12	49039844	KMT2D
chr12	49039845	KMT2D
chr12	49039846	KMT2D
chr12	49039847	KMT2D
chr12	49039848	KMT2D
chr12	49039849	KMT2D
chr12	49039850	KMT2D
chr12	49039851	KMT2D
chr12	49039852	KMT2D
chr12	49039853	KMT2D
chr12	49039854	KMT2D
chr12	49039855	KMT2D
chr12	49039856	KMT2D
chr12	49039857	KMT2D
chr12	49039858	KMT2D
chr12	49039859	KMT2D
chr12	49039860	KMT2D
chr12	49039861	KMT2D
chr12	49039862	KMT2D
chr12	49039863	KMT2D
chr12	49039864	KMT2D
chr12	49039865	KMT2D
chr12	49039866	KMT2D
chr12	49039867	KMT2D
chr12	49039868	KMT2D
chr12	49039869	KMT2D
chr12	49039870	KMT2D
chr12	49039871	KMT2D
chr12	49039872	KMT2D
chr12	49039873	KMT2D
chr12	49039874	KMT2D
chr12	49039875	KMT2D
chr12	49039876	KMT2D
chr12	49039877	KMT2D
chr12	49039878	KMT2D
chr12	49039879	KMT2D
chr12	49039880	KMT2D
chr12	49039881	KMT2D
chr12	49039882	KMT2D
chr12	49039883	KMT2D
chr12	49039884	KMT2D
chr12	49039885	KMT2D
chr12	49039886	KMT2D
chr12	49039887	KMT2D
chr12	49039888	KMT2D
chr12	49039889	KMT2D
chr12	49039890	KMT2D
chr12	49039891	KMT2D
chr12	49039892	KMT2D
chr12	49039893	KMT2D
chr12	49039894	KMT2D
chr12	49039895	KMT2D
chr12	49039896	KMT2D
chr12	49039897	KMT2D
chr12	49039898	KMT2D
chr12	49039899	KMT2D
chr12	49039900	KMT2D
chr12	49039901	KMT2D
chr12	49039902	KMT2D
chr12	49039903	KMT2D
chr12	49039904	KMT2D
chr12	49039905	KMT2D
chr12	49039906	KMT2D
chr12	49039907	KMT2D
chr12	49039908	KMT2D
chr12	49039909	KMT2D
chr12	49039910	KMT2D
chr12	49039911	KMT2D
chr12	49039912	KMT2D
chr12	49039913	KMT2D
chr12	49039914	KMT2D
chr12	49039915	KMT2D
chr12	49039916	KMT2D
chr12	49039917	KMT2D
chr12	49039918	KMT2D
chr12	49039919	KMT2D
chr12	49039920	KMT2D
chr12	49039921	KMT2D
chr12	49039922	KMT2D
chr12	49039923	KMT2D
chr12	49039924	KMT2D
chr12	49039925	KMT2D
chr12	49039926	KMT2D
chr12	49039927	KMT2D
chr12	49039928	KMT2D
chr12	49039929	KMT2D
chr12	49039930	KMT2D
chr12	49039931	KMT2D
chr12	49039932	KMT2D
chr12	49039933	KMT2D
chr12	49039934	KMT2D
chr12	49039935	KMT2D
chr12	49039936	KMT2D
chr12	49039937	KMT2D
chr12	49039938	KMT2D
chr12	49039939	KMT2D
chr12	49039940	KMT2D
chr12	49039941	KMT2D
chr12	49039942	KMT2D
chr12	49039943	KMT2D
chr12	49039944	KMT2D
chr12	49039945	KMT2D
chr12	49039946	KMT2D
chr12	49039947	KMT2D
chr12	49039948	KMT2D
chr12	49039949	KMT2D
chr12	49039950	KMT2D
chr12	49039951	KMT2D
chr12	49039952	KMT2D
chr12	49039953	KMT2D
chr12	49039954	KMT2D
chr12	49039955	KMT2D
chr12	49039956	KMT2D
chr12	49039957	KMT2D
chr12	49039958	KMT2D
chr12	49039959	KMT2D
chr12	49039960	KMT2D
chr12	49039961	KMT2D
chr12	49039962	KMT2D
chr12	49039963	KMT2D
chr12	49039964	KMT2D
chr12	49039965	KMT2D
chr12	49039966	KMT2D
chr12	49039967	KMT2D
chr12	49039968	KMT2D
chr12	49039969	KMT2D
chr12	49039970	KMT2D
chr12	49039971	KMT2D
chr12	49039972	KMT2D
chr12	49039973	KMT2D
chr12	49039974	KMT2D
chr12	49039975	KMT2D
chr12	49039976	KMT2D
chr12	49039977	KMT2D
chr12	49039978	KMT2D
chr12	49039979	KMT2D
chr12	49039980	KMT2D
chr12	49039981	KMT2D
chr12	49039982	KMT2D
chr12	49039983	KMT2D
chr12	49039984	KMT2D
chr12	49039985	KMT2D
chr12	49039986	KMT2D
chr12	49039987	KMT2D
chr12	49039988	KMT2D
chr12	49039989	KMT2D
chr12	49039990	KMT2D
chr12	49039991	KMT2D
chr12	49039992	KMT2D
chr12	49039993	KMT2D
chr12	49039994	KMT2D
chr12	49039995	KMT2D
chr12	49039996	KMT2D
chr12	49039997	KMT2D
chr12	49039998	KMT2D
chr12	49039999	KMT2D
chr12	49040000	KMT2D
chr12	49040001	KMT2D
chr12	49040002	KMT2D
chr12	49040003	KMT2D
chr12	49040004	KMT2D
chr12	49040005	KMT2D
chr12	49040006	KMT2D
chr12	49040007	KMT2D
chr12	49040008	KMT2D
chr12	49040009	KMT2D
chr12	49040010	KMT2D
chr12	49040011	KMT2D
chr12	49040012	KMT2D
chr12	49040013	KMT2D
chr12	49040014	KMT2D
chr12	49040015	KMT2D
chr12	49040016	KMT2D
chr12	49040017	KMT2D
chr12	49040018	KMT2D
chr12	49040019	KMT2D
chr12	49040020	KMT2D
chr12	49040021	KMT2D
chr12	49040022	KMT2D
chr12	49040023	KMT2D
chr12	49040024	KMT2D
chr12	49040025	KMT2D
chr12	49040026	KMT2D
chr12	49040027	KMT2D
chr12	49040028	KMT2D
chr12	49040029	KMT2D
chr12	49040030	KMT2D
chr12	49040031	KMT2D
chr12	49040032	KMT2D
chr12	49040033	KMT2D
chr12	49040034	KMT2D
chr12	49040035	KMT2D
chr12	49040036	KMT2D
chr12	49040037	KMT2D
chr12	49040038	KMT2D
chr12	49040039	KMT2D
chr12	49040040	KMT2D
chr12	49040041	KMT2D
chr12	49040042	KMT2D
chr12	49040043	KMT2D
chr12	49040044	KMT2D
chr12	49040045	KMT2D
chr12	49040046	KMT2D
chr12	49040047	KMT2D
chr12	49040048	KMT2D
chr12	49040049	KMT2D
chr12	49040050	KMT2D
chr12	49040051	KMT2D
chr12	49040052	KMT2D
chr12	49040053	KMT2D
chr12	49040054	KMT2D
chr12	49040055	KMT2D
chr12	49040056	KMT2D
chr12	49040057	KMT2D
chr12	49040058	KMT2D
chr12	49040059	KMT2D
chr12	49040060	KMT2D
chr12	49040061	KMT2D
chr12	49040062	KMT2D
chr12	49040063	KMT2D
chr12	49040064	KMT2D
chr12	49040065	KMT2D
chr12	49040066	KMT2D
chr12	49040067	KMT2D
chr12	49040068	KMT2D
chr12	49040069	KMT2D
chr12	49040070	KMT2D
chr12	49040071	KMT2D
chr12	49040072	KMT2D
chr12	49040073	KMT2D
chr12	49040074	KMT2D
chr12	49040075	KMT2D
chr12	49040076	KMT2D
chr12	49040077	KMT2D
chr12	49040078	KMT2D
chr12	49040079	KMT2D
chr12	49040080	KMT2D
chr12	49040081	KMT2D
chr12	49040082	KMT2D
chr12	49040083	KMT2D
chr12	49040084	KMT2D
chr12	49040085	KMT2D
chr12	49040086	KMT2D
chr12	49040087	KMT2D
chr12	49040088	KMT2D
chr12	49040089	KMT2D
chr12	49040090	KMT2D
chr12	49040091	KMT2D
chr12	49040092	KMT2D
chr12	49040093	KMT2D
chr12	49040094	KMT2D
chr12	49040095	KMT2D
chr12	49040096	KMT2D
chr12	49040097	KMT2D
chr12	49040098	KMT2D
chr12	49040099	KMT2D
chr12	49040100	KMT2D
chr12	49040101	KMT2D
chr12	49040102	KMT2D
chr12	49040103	KMT2D
chr12	49040104	KMT2D
chr12	49040105	KMT2D
chr12	49040106	KMT2D
chr12	49040107	KMT2D
chr12	49040108	KMT2D
chr12	49040109	KMT2D
chr12	49040110	KMT2D
chr12	49040111	KMT2D
chr12	49040112	KMT2D
chr12	49040113	KMT2D
chr12	49040114	KMT2D
chr12	49040115	KMT2D
chr12	49040116	KMT2D
chr12	49040117	KMT2D
chr12	49040118	KMT2D
chr12	49040119	KMT2D
chr12	49040120	KMT2D
chr12	49040121	KMT2D
chr12	49040122	KMT2D
chr12	49040123	KMT2D
chr12	49040124	KMT2D
chr12	49040125	KMT2D
chr12	49040126	KMT2D
chr12	49040127	KMT2D
chr12	49040128	KMT2D
chr12	49040129	KMT2D
chr12	49040130	KMT2D
chr12	49040131	KMT2D
chr12	49040132	KMT2D
chr12	49040133	KMT2D
chr12	49040134	KMT2D
chr12	49040135	KMT2D
chr12	49040136	KMT2D
chr12	49040137	KMT2D
chr12	49040138	KMT2D
chr12	49040139	KMT2D
chr12	49040140	KMT2D
chr12	49040141	KMT2D
chr12	49040142	KMT2D
chr12	49040143	KMT2D
chr12	49040144	KMT2D
chr12	49040145	KMT2D
chr12	49040146	KMT2D
chr12	49040147	KMT2D
chr12	49040148	KMT2D
chr12	49040149	KMT2D
chr12	49040150	KMT2D
chr12	49040151	KMT2D
chr12	49040152	KMT2D
chr12	49040153	KMT2D
chr12	49040154	KMT2D
chr12	49040155	KMT2D
chr12	49040156	KMT2D
chr12	49040157	KMT2D
chr12	49040158	KMT2D
chr12	49040159	KMT2D
chr12	49040160	KMT2D
chr12	49040161	KMT2D
chr12	49040162	KMT2D
chr12	49040163	KMT2D
chr12	49040164	KMT2D
chr12	49040165	KMT2D
chr12	49040166	KMT2D
chr12	49040167	KMT2D
chr12	49040168	KMT2D
chr12	49040169	KMT2D
chr12	49040170	KMT2D
chr12	49040171	KMT2D
chr12	49040172	KMT2D
chr12	49040173	KMT2D
chr12	49040174	KMT2D
chr12	49040175	KMT2D
chr12	49040176	KMT2D
chr12	49040177	KMT2D
chr12	49040178	KMT2D
chr12	49040179	KMT2D
chr12	49040180	KMT2D
chr12	49040181	KMT2D
chr12	49040182	KMT2D
chr12	49040183	KMT2D
chr12	49040184	KMT2D
chr12	49040185	KMT2D
chr12	49040186	KMT2D
chr12	49040187	KMT2D
chr12	49040188	KMT2D
chr12	49040189	KMT2D
chr12	49040190	KMT2D
chr12	49040191	KMT2D
chr12	49040192	KMT2D
chr12	49040193	KMT2D
chr12	49040194	KMT2D
chr12	49040195	KMT2D
chr12	49040196	KMT2D
chr12	49040197	KMT2D
chr12	49040198	KMT2D
chr12	49040199	KMT2D
chr12	49040200	KMT2D
chr12	49040201	KMT2D
chr12	49040202	KMT2D
chr12	49040203	KMT2D
chr12	49040204	KMT2D
chr12	49040205	KMT2D
chr12	49040206	KMT2D
chr12	49040207	KMT2D
chr12	49040208	KMT2D
chr12	49040209	KMT2D
chr12	49040210	KMT2D
chr12	49040211	KMT2D
chr12	49040212	KMT2D
chr12	49040213	KMT2D
chr12	49040214	KMT2D
chr12	49040215	KMT2D
chr12	49040216	KMT2D
chr12	49040217	KMT2D
chr12	49040218	KMT2D
chr12	49040219	KMT2D
chr12	49040220	KMT2D
chr12	49040221	KMT2D
chr12	49040222	KMT2D
chr12	49040223	KMT2D
chr12	49040224	KMT2D
chr12	49040225	KMT2D
chr12	49040226	KMT2D
chr12	49040227	KMT2D
chr12	49040228	KMT2D
chr12	49040229	KMT2D
chr12	49040230	KMT2D
chr12	49040231	KMT2D
chr12	49040232	KMT2D
chr12	49040233	KMT2D
chr12	49040234	KMT2D
chr12	49040235	KMT2D
chr12	49040236	KMT2D
chr12	49040237	KMT2D
chr12	49040238	KMT2D
chr12	49040239	KMT2D
chr12	49040240	KMT2D
chr12	49040241	KMT2D
chr12	49040242	KMT2D
chr12	49040243	KMT2D
chr12	49040244	KMT2D
chr12	49040245	KMT2D
chr12	49040246	KMT2D
chr12	49040247	KMT2D
chr12	49040248	KMT2D
chr12	49040249	KMT2D
chr12	49040250	KMT2D
chr12	49040251	KMT2D
chr12	49040252	KMT2D
chr12	49040253	KMT2D
chr12	49040254	KMT2D
chr12	49040255	KMT2D
chr12	49040256	KMT2D
chr12	49040257	KMT2D
chr12	49040258	KMT2D
chr12	49040259	KMT2D
chr12	49040260	KMT2D
chr12	49040261	KMT2D
chr12	49040262	KMT2D
chr12	49040263	KMT2D
chr12	49040264	KMT2D
chr12	49040265	KMT2D
chr12	49040266	KMT2D
chr12	49040267	KMT2D
chr12	49040268	KMT2D
chr12	49040269	KMT2D
chr12	49040270	KMT2D
chr12	49040271	KMT2D
chr12	49040272	KMT2D
chr12	49040273	KMT2D
chr12	49040274	KMT2D
chr12	49040275	KMT2D
chr12	49040276	KMT2D
chr12	49040277	KMT2D
chr12	49040278	KMT2D
chr12	49040279	KMT2D
chr12	49040280	KMT2D
chr12	49040281	KMT2D
chr12	49040282	KMT2D
chr12	49040283	KMT2D
chr12	49040284	KMT2D
chr12	49040285	KMT2D
chr12	49040286	KMT2D
chr12	49040287	KMT2D
chr12	49040288	KMT2D
chr12	49040289	KMT2D
chr12	49040290	KMT2D
chr12	49040291	KMT2D
chr12	49040292	KMT2D
chr12	49040293	KMT2D
chr12	49040294	KMT2D
chr12	49040295	KMT2D
chr12	49040296	KMT2D
chr12	49040297	KMT2D
chr12	49040298	KMT2D
chr12	49040299	KMT2D
chr12	49040300	KMT2D
chr12	49040301	KMT2D
chr12	49040302	KMT2D
chr12	49040303	KMT2D
chr12	49040304	KMT2D
chr12	49040305	KMT2D
chr12	49040306	KMT2D
chr12	49040307	KMT2D
chr12	49040308	KMT2D
chr12	49040309	KMT2D
chr12	49040310	KMT2D
chr12	49040311	KMT2D
chr12	49040312	KMT2D
chr12	49040313	KMT2D
chr12	49040314	KMT2D
chr12	49040315	KMT2D
chr12	49040316	KMT2D
chr12	49040317	KMT2D
chr12	49040318	KMT2D
chr12	49040319	KMT2D
chr12	49040320	KMT2D
chr12	49040321	KMT2D
chr12	49040322	KMT2D
chr12	49040323	KMT2D
chr12	49040324	KMT2D
chr12	49040325	KMT2D
chr12	49040326	KMT2D
chr12	49040327	KMT2D
chr12	49040328	KMT2D
chr12	49040329	KMT2D
chr12	49040330	KMT2D
chr12	49040331	KMT2D
chr12	49040332	KMT2D
chr12	49040333	KMT2D
chr12	49040334	KMT2D
chr12	49040335	KMT2D
chr12	49040336	KMT2D
chr12	49040337	KMT2D
chr12	49040338	KMT2D
chr12	49040339	KMT2D
chr12	49040340	KMT2D
chr12	49040341	KMT2D
chr12	49040342	KMT2D
chr12	49040343	KMT2D
chr12	49040344	KMT2D
chr12	49040345	KMT2D
chr12	49040346	KMT2D
chr12	49040347	KMT2D
chr12	49040348	KMT2D
chr12	49040349	KMT2D
chr12	49040350	KMT2D
chr12	49040351	KMT2D
chr12	49040352	KMT2D
chr12	49040353	KMT2D
chr12	49040354	KMT2D
chr12	49040355	KMT2D
chr12	49040356	KMT2D
chr12	49040357	KMT2D
chr12	49040358	KMT2D
chr12	49040359	KMT2D
chr12	49040360	KMT2D
chr12	49040361	KMT2D
chr12	49040362	KMT2D
chr12	49040363	KMT2D
chr12	49040364	KMT2D
chr12	49040365	KMT2D
chr12	49040366	KMT2D
chr12	49040367	KMT2D
chr12	49040368	KMT2D
chr12	49040369	KMT2D
chr12	49040370	KMT2D
chr12	49040371	KMT2D
chr12	49040372	KMT2D
chr12	49040373	KMT2D
chr12	49040374	KMT2D
chr12	49040375	KMT2D
chr12	49040376	KMT2D
chr12	49040377	KMT2D
chr12	49040378	KMT2D
chr12	49040379	KMT2D
chr12	49040380	KMT2D
chr12	49040381	KMT2D
chr12	49040382	KMT2D
chr12	49040383	KMT2D
chr12	49040384	KMT2D
chr12	49040385	KMT2D
chr12	49040386	KMT2D
chr12	49040387	KMT2D
chr12	49040388	KMT2D
chr12	49040389	KMT2D
chr12	49040390	KMT2D
chr12	49040391	KMT2D
chr12	49040392	KMT2D
chr12	49040393	KMT2D
chr12	49040394	KMT2D
chr12	49040395	KMT2D
chr12	49040396	KMT2D
chr12	49040397	KMT2D
chr12	49040398	KMT2D
chr12	49040399	KMT2D
chr12	49040400	KMT2D
chr12	49040401	KMT2D
chr12	49040402	KMT2D
chr12	49040403	KMT2D
chr12	49040404	KMT2D
chr12	49040405	KMT2D
chr12	49040406	KMT2D
chr12	49040407	KMT2D
chr12	49040408	KMT2D
chr12	49040409	KMT2D
chr12	49040410	KMT2D
chr12	49040411	KMT2D
chr12	49040412	KMT2D
chr12	49040413	KMT2D
chr12	49040414	KMT2D
chr12	49040415	KMT2D
chr12	49040416	KMT2D
chr12	49040417	KMT2D
chr12	49040418	KMT2D
chr12	49040419	KMT2D
chr12	49040420	KMT2D
chr12	49040421	KMT2D
chr12	49040422	KMT2D
chr12	49040423	KMT2D
chr12	49040424	KMT2D
chr12	49040425	KMT2D
chr12	49040426	KMT2D
chr12	49040427	KMT2D
chr12	49040428	KMT2D
chr12	49040429	KMT2D
chr12	49040430	KMT2D
chr12	49040431	KMT2D
chr12	49040432	KMT2D
chr12	49040433	KMT2D
chr12	49040434	KMT2D
chr12	49040435	KMT2D
chr12	49040436	KMT2D
chr12	49040437	KMT2D
chr12	49040438	KMT2D
chr12	49040439	KMT2D
chr12	49040440	KMT2D
chr12	49040441	KMT2D
chr12	49040442	KMT2D
chr12	49040443	KMT2D
chr12	49040444	KMT2D
chr12	49040445	KMT2D
chr12	49040446	KMT2D
chr12	49040447	KMT2D
chr12	49040448	KMT2D
chr12	49040449	KMT2D
chr12	49040450	KMT2D
chr12	49040451	KMT2D
chr12	49040452	KMT2D
chr12	49040453	KMT2D
chr12	49040454	KMT2D
chr12	49040455	KMT2D
chr12	49040456	KMT2D
chr12	49040457	KMT2D
chr12	49040458	KMT2D
chr12	49040459	KMT2D
chr12	49040460	KMT2D
chr12	49040461	KMT2D
chr12	49040462	KMT2D
chr12	49040463	KMT2D
chr12	49040464	KMT2D
chr12	49040465	KMT2D
chr12	49040466	KMT2D
chr12	49040467	KMT2D
chr12	49040468	KMT2D
chr12	49040469	KMT2D
chr12	49040470	KMT2D
chr12	49040471	KMT2D
chr12	49040472	KMT2D
chr12	49040473	KMT2D
chr12	49040474	KMT2D
chr12	49040475	KMT2D
chr12	49040476	KMT2D
chr12	49040477	KMT2D
chr12	49040478	KMT2D
chr12	49040479	KMT2D
chr12	49040480	KMT2D
chr12	49040481	KMT2D
chr12	49040482	KMT2D
chr12	49040483	KMT2D
chr12	49040484	KMT2D
chr12	49040485	KMT2D
chr12	49040486	KMT2D
chr12	49040487	KMT2D
chr12	49040488	KMT2D
chr12	49040489	KMT2D
chr12	49040490	KMT2D
chr12	49040491	KMT2D
chr12	49040492	KMT2D
chr12	49040493	KMT2D
chr12	49040494	KMT2D
chr12	49040495	KMT2D
chr12	49040496	KMT2D
chr12	49040497	KMT2D
chr12	49040498	KMT2D
chr12	49040499	KMT2D
chr12	49040500	KMT2D
chr12	49040501	KMT2D
chr12	49040502	KMT2D
chr12	49040503	KMT2D
chr12	49040504	KMT2D
chr12	49040505	KMT2D
chr12	49040506	KMT2D
chr12	49040507	KMT2D
chr12	49040508	KMT2D
chr12	49040509	KMT2D
chr12	49040510	KMT2D
chr12	49040511	KMT2D
chr12	49040512	KMT2D
chr12	49040513	KMT2D
chr12	49040514	KMT2D
chr12	49040515	KMT2D
chr12	49040516	KMT2D
chr12	49040517	KMT2D
chr12	49040518	KMT2D
chr12	49040519	KMT2D
chr12	49040520	KMT2D
chr12	49040521	KMT2D
chr12	49040522	KMT2D
chr12	49040523	KMT2D
chr12	49040524	KMT2D
chr12	49040525	KMT2D
chr12	49040526	KMT2D
chr12	49040527	KMT2D
chr12	49040528	KMT2D
chr12	49040529	KMT2D
chr12	49040530	KMT2D
chr12	49040531	KMT2D
chr12	49040532	KMT2D
chr12	49040533	KMT2D
chr12	49040534	KMT2D
chr12	49040535	KMT2D
chr12	49040536	KMT2D
chr12	49040537	KMT2D
chr12	49040538	KMT2D
chr12	49040539	KMT2D
chr12	49040540	KMT2D
chr12	49040541	KMT2D
chr12	49040542	KMT2D
chr12	49040543	KMT2D
chr12	49040544	KMT2D
chr12	49040545	KMT2D
chr12	49040546	KMT2D
chr12	49040547	KMT2D
chr12	49040548	KMT2D
chr12	49040549	KMT2D
chr12	49040550	KMT2D
chr12	49040551	KMT2D
chr12	49040552	KMT2D
chr12	49040553	KMT2D
chr12	49040554	KMT2D
chr12	49040555	KMT2D
chr12	49040556	KMT2D
chr12	49040557	KMT2D
chr12	49040558	KMT2D
chr12	49040559	KMT2D
chr12	49040560	KMT2D
chr12	49040561	KMT2D
chr12	49040562	KMT2D
chr12	49040563	KMT2D
chr12	49040564	KMT2D
chr12	49040565	KMT2D
chr12	49040566	KMT2D
chr12	49040567	KMT2D
chr12	49040568	KMT2D
chr12	49040569	KMT2D
chr12	49040570	KMT2D
chr12	49040571	KMT2D
chr12	49040572	KMT2D
chr12	49040573	KMT2D
chr12	49040574	KMT2D
chr12	49040575	KMT2D
chr12	49040576	KMT2D
chr12	49040577	KMT2D
chr12	49040578	KMT2D
chr12	49040579	KMT2D
chr12	49040580	KMT2D
chr12	49040581	KMT2D
chr12	49040582	KMT2D
chr12	49040583	KMT2D
chr12	49040584	KMT2D
chr12	49040585	KMT2D
chr12	49040586	KMT2D
chr12	49040587	KMT2D
chr12	49040588	KMT2D
chr12	49040589	KMT2D
chr12	49040590	KMT2D
chr12	49040591	KMT2D
chr12	49040592	KMT2D
chr12	49040593	KMT2D
chr12	49040594	KMT2D
chr12	49040595	KMT2D
chr12	49040596	KMT2D
chr12	49040597	KMT2D
chr12	49040598	KMT2D
chr12	49040599	KMT2D
chr12	49040600	KMT2D
chr12	49040601	KMT2D
chr12	49040602	KMT2D
chr12	49040603	KMT2D
chr12	49040604	KMT2D
chr12	49040605	KMT2D
chr12	49040606	KMT2D
chr12	49040607	KMT2D
chr12	49040608	KMT2D
chr12	49040609	KMT2D
chr12	49040610	KMT2D
chr12	49040611	KMT2D
chr12	49040612	KMT2D
chr12	49040613	KMT2D
chr12	49040614	KMT2D
chr12	49040615	KMT2D
chr12	49040616	KMT2D
chr12	49040617	KMT2D
chr12	49040618	KMT2D
chr12	49040619	KMT2D
chr12	49040620	KMT2D
chr12	49040621	KMT2D
chr12	49040622	KMT2D
chr12	49040623	KMT2D
chr12	49040624	KMT2D
chr12	49040625	KMT2D
chr12	49040626	KMT2D
chr12	49040627	KMT2D
chr12	49040628	KMT2D
chr12	49040629	KMT2D
chr12	49040630	KMT2D
chr12	49040631	KMT2D
chr12	49040632	KMT2D
chr12	49040633	KMT2D
chr12	49040634	KMT2D
chr12	49040635	KMT2D
chr12	49040636	KMT2D
chr12	49040637	KMT2D
chr12	49040638	KMT2D
chr12	49040639	KMT2D
chr12	49040640	KMT2D
chr12	49040641	KMT2D
chr12	49040642	KMT2D
chr12	49040643	KMT2D
chr12	49040644	KMT2D
chr12	49040645	KMT2D
chr12	49040646	KMT2D
chr12	49040647	KMT2D
chr12	49040648	KMT2D
chr12	49040649	KMT2D
chr12	49040650	KMT2D
chr12	49040651	KMT2D
chr12	49040652	KMT2D
chr12	49040653	KMT2D
chr12	49040654	KMT2D
chr12	49040655	KMT2D
chr12	49040656	KMT2D
chr12	49040657	KMT2D
chr12	49040658	KMT2D
chr12	49040659	KMT2D
chr12	49040660	KMT2D
chr12	49040661	KMT2D
chr12	49040662	KMT2D
chr12	49040663	KMT2D
chr12	49040664	KMT2D
chr12	49040665	KMT2D
chr12	49040666	KMT2D
chr12	49040667	KMT2D
chr12	49040668	KMT2D
chr12	49040669	KMT2D
chr12	49040670	KMT2D
chr12	49040671	KMT2D
chr12	49040672	KMT2D
chr12	49040673	KMT2D
chr12	49040674	KMT2D
chr12	49040675	KMT2D
chr12	49040676	KMT2D
chr12	49040677	KMT2D
chr12	49040678	KMT2D
chr12	49040679	KMT2D
chr12	49040680	KMT2D
chr12	49040681	KMT2D
chr12	49040682	KMT2D
chr12	49040683	KMT2D
chr12	49040684	KMT2D
chr12	49040685	KMT2D
chr12	49040686	KMT2D
chr12	49040687	KMT2D
chr12	49040688	KMT2D
